Station Name,Latitude,Longitude,EV Level2 EVSE Num
CARVANARICHMOND RICHMOND,37.576976,-77.475113,2.0
Canada Post Membertou – Nova Scotia,46.11875,-60.189639,2.0
Yorktown Center Von Maur,41.839207,-88.0052845,4.0
Courtyard by Marriott Elmira Horseheads - Tesla Destination,42.1633523,-76.8663819,3.0
Québec - Hôtel de Ville,46.814167,-71.20864,1.0
PIE AE OTC 3FL PKGSTA3,30.256917,-97.749169,2.0
Alma Volkswagen,48.54017,-71.64541,1.0
UDR WEST 2,40.088276,-75.411561,2.0
Walters Nissan,37.537418,-82.599156,1.0
Daniel's Run Peace Church,38.85116,-77.297848,2.0
BALDWIN SUBWAY BALDWIN SUBWAY,44.939605,-92.370884,2.0
Pine Belt Nissan - Keyport,40.42832,-74.192387,1.0
UCR LOT 30 STATION1,33.970553,-117.331,2.0
Outlets at Orange,33.78024,-117.89244,1.0
CP EV SHORE DR 1,42.304849,-71.809799,2.0
Hilton Richmond Hotel & Spa/Short Pump - Tesla Destination,37.659337,-77.628263,2.0
PARQ STATION 4,39.730667,-104.990713,2.0
Wyndham Chicago O'Hare - Tesla Destination,42.0103814,-87.887338,2.0
MCPA EAST UNIT 2,44.956975,-93.084459,2.0
EV SYSTEM SPACE 10,34.20477,-118.430704,1.0
SOUTHCOASTPLAZA SCP WEST 06,33.691628,-117.893137,2.0
The Boathouse at Front Street Village - Tesla Destination,34.710116,-76.632036,4.0
UPC NESBIT PARK,34.941964,-80.776365,2.0
Bibliothèque de Bois-des-Filion,45.667009,-73.756897,1.0
STATEOFUTDAS CLVNRMPT8,40.66997,-111.956001,2.0
LANE COUNTY LC PW (SINGLE),44.09817,-123.09514,1.0
Sherway Nissan,43.62102,-79.528988,1.0
DENVER PLACE DENVERPLACE02,39.74886,-104.991305,2.0
GOSHEN EVCS #1A STATION 1,41.40195,-74.32651,2.0
York Harbor Inn - Tesla Destination,43.134025,-70.638056,1.0
County of Oxford - 41 Bridge St W,42.862942,-80.730701,2.0
FORTIRWINDPW MWRLIB-333-01,35.259581,-116.683815,2.0
STONEMAN PLAZA STONEMAN EAST,42.497232,-90.722417,2.0
GARAGE CENT 2 RED 15,37.870823,-122.26991,2.0
Danville Health Center,44.407182,-72.14077,1.0
ALTABATESSUMMIT ASHBY GRG EV7,37.856103,-122.258595,1.0
The Promenade at Garden Grove Regal,33.789428,-117.9628995,2.0
SANTA CLARA MARSALLI PARK 2,37.35445,-121.94542,2.0
District Office Parking Lot,56.02604394995461,-121.9144368505401,1.0
Pierson Ford,45.469585,-98.500992,2.0
Academy Village EV-8,28.285312,-81.347454,1.0
Beachcomber Motel & Spa on the Beach - Tesla Destination,39.460496,-123.80675,1.0
DAYSINN CHARGER DAYS INN 2,34.890711,-117.003371,2.0
Hotel Marshfield - Tesla Destination,44.643299,-90.181641,3.0
AVIVA GOODYEAR SW SINGLE,33.49489,-112.3863,1.0
Knollwood Life Plan Community,38.970932,-77.055277,2.0
PMH CHARGEPOINT 1801 STATION 2,37.407694,-122.154126,2.0
CITY OF EUSTIS CITYOFEUSTIS03,28.854243,-81.684694,2.0
Comfort Inn St Catharines - Tesla Destination,43.175264,-79.245468,2.0
COM SHERIDAN 3,43.590619,-79.647328,2.0
BELLWORKS STATION 3,40.363615,-74.16637,2.0
THE BLAKE LEVEL 4 STN 1,38.834199,-77.119134,2.0
STATEOFUTDAS CLVNRMPTN9,40.670039,-111.956001,2.0
NATIONAL GRID HOMEWOOD SUITES,42.725844,-73.799419,2.0
TO MORRISVILLE CSP 1,35.830556,-78.816059,2.0
Cinemark Centreville 12,38.82903375,-77.43641225,4.0
HALTE BOUFFE STATION 1,46.834373,-71.27844,2.0
COQUINA COVE COQUINA COVE,27.166244,-80.304993,2.0
NEWPORT VT 15 MAIN NEWPORT,44.935955,-72.20744,2.0
MNP TOWER STALL 240_241,49.287631,-123.117769,2.0
WATT PLAZA L3 EV3 EV4,34.061194,-118.415007,2.0
Western Carolina University,35.311874,-83.183414,2.0
TERADATA CE21 CE22,33.020593,-117.09156,2.0
525 NORTHGATE RETAIL #2,47.705167,-122.325708,2.0
HAAGEN HAAGEN 1,45.631806,-122.535112,2.0
HFHS HFMC COLUMBUS 1,42.498203,-83.43706,2.0
SCRIPPS HEALTH B1 C-9.7,32.883169,-117.224606,1.0
Buffalo Niagara International Airport,42.933441,-78.731633,3.0
Balfour Square,43.6870603255659,-79.3916453035471,2.0
511 3rd Street N La Crosse WI 54601,43.817522,-91.250587,2.0
GRRAD STATION 1,42.87863,-85.76429,1.0
MBA200 OUTSIDE SALES 2,38.808685,-77.12279,2.0
Chaussures POP - Tesla Destination,45.861585,-73.7579,1.0
IRVINE  CO  OFC UCIRP 5291 02,33.635339,-117.849515,2.0
META BUR103-02,37.589619,-122.335578,2.0
Ville de Joliette - Place Bourget,46.0247840881348,-73.4407119750977,1.0
Valcourt - Centre communautaire,45.497045,-72.31669,1.0
Voltige Panora extérieur,45.5333946240062,-73.6656401964391,4.0
Best Western Hotel Universel Drummondville,45.8999335313763,-72.5229128356869,4.0
TRENT DURHAM CAMPUS,43.890152,-78.89031,2.0
UNK L20-01,40.702036,-99.106644,2.0
UMASS AMHERST LOT 71 L2 LEFT,42.385111,-72.527866,2.0
APPLE TA16 B2 18,37.332941,-122.004855,2.0
AC Hotel Portsmouth Downtown,43.07973,-70.762758,4.0
KRC MENLO POINT KRMP 4300 F,37.479914,-122.178183,2.0
SVVSD STATION 2,40.173573,-105.1016,2.0
LEXINGTON MA DEPOT SQ 1,42.449239,-71.227979,2.0
Chestnut Mountain Resort - Tesla Destination,42.318736,-90.393536,2.0
PARAGOULD PG COMM CNTR,36.020988,-90.528199,2.0
Old Irish Bed and Breakfast - Tesla Destination,33.240214,-97.050542,2.0
JBG - Central Place Office Tower - P5,38.895331,-77.071225,5.0
MGH PARKING CHARGER #3,43.68985,-79.324828,2.0
888 Dunsmuir St,49.284425,-123.118167,2.0
Kaneohe Bay Shopping Center,21.4216925,-157.8031065,2.0
DOWNTOWN DA L3 WEST STATION,40.758944,-111.889928,2.0
Chevron,33.6395789148672,-112.168368313868,4.0
2504 Willow St Pike,39.990005,-76.284659,2.0
Parc Montréal-Est,45.612501,-73.510362,2.0
GREENFIELDMA CHAPMAN DAVIS,42.588521,-72.602494,2.0
Niido Orlando,28.3414,-81.6134,3.0
Sun Life Financial - Tesla Destination,50.6782654,-120.3467246,2.0
BSU CHARGER BOWIE STATE 2,39.01532,-76.76076,2.0
KING COUNTY DES TUKWILA 1,47.459639,-122.243793,2.0
YHB LONG BEACH STATION 8,33.804522,-118.141282,1.0
CambridgeSide Garage Level 3,42.368072703,-71.077092994,2.0
AVE LOISIR  AV. LOISIRS 1,45.411655,-74.03066,2.0
DoubleTree by Hilton Hotel Breckenridge - Tesla Destination,39.475511,-106.050167,1.0
Qualicum Beach Inn - Tesla Destination,49.35609,-124.438562,1.0
PREMIER VOLVO NORTH SALES LOT,38.9865,-94.66747,2.0
Dana Ford Lincoln,40.587162,-74.194747,1.0
Hotel Vue - Tesla Destination,37.381445,-122.074197,3.0
STOP N SAVE 723 HORIZON AC1,39.109772,-108.543107,2.0
TownePlace Suites by Marriott Nashville Smyrna - Tesla Destination,35.975191,-86.577625,3.0
MGM RESORTS INT ARIA HOTEL ST 1,36.106847,-115.176933,2.0
"CHARLOTTE, NC CMPD UC EV-1",35.303096,-80.750599,2.0
8650 Querbes : Aréna Howie Morentz,45.534091,-73.644047,1.0
Chickasaw Jet Stream Casino,34.705708,-97.247902,4.0
Kaiser Woodland Hills,34.170993,-118.589738,12.0
ESSEX BROOKSIDE OAKS,37.339571,-122.061186,2.0
CALIFORNIA CORP STATION1,35.36786,-119.052996,1.0
PICKERINGTON EV 1,39.886238,-82.754133,2.0
KING COUNTY DES SK P&R 2,47.643579,-122.195911,2.0
COLACINO INUSTR COLACINO 1,43.0491,-77.094025,2.0
GCA GCA EV 1,43.516262,-79.67876,2.0
1050 Chemin de Dunkirk,45.514998,-73.639348,2.0
Mason County PUD,47.374141,-123.155375,1.0
Capital Mall REI,47.0420215,-122.938283,2.0
Fairfield Inn and Suites Savannah Airport - Tesla Destination,32.139921,-81.236427,4.0
PEPPERMILL RENO PMILL RENO NEW5,39.496563,-119.80019,2.0
Village Hotel on Biltmore Estate,35.554142,-82.582147,1.0
CITY OF ANAHEIM AWT L1 P5 5 7,33.831779,-117.912367,2.0
Don Davis Nissan,32.676458,-97.087169,1.0
ADV AURORA AMCMP-MOB-07,42.72675,-87.947994,2.0
VICTORIA EV STN VICTORIA EV 2,38.265439,-104.613567,2.0
IRVINE  CO  OFC 1400 NCD 02,33.609719,-117.880104,2.0
RoS - 258 Riverdale Ave,43.6709216326827,-79.3428076828283,2.0
Torrey Reserve TR6 LL,32.926764,-117.237251,3.0
CHARGER 1 LVR LIFE LVR 2,33.934997,-84.515678,2.0
Holiday Inn Express - Tesla Destination,41.7596365344187,-81.0498225932853,2.0
2834 SM STATION 2,34.032835,-118.468107,2.0
LOMA LINDA UNIV SB 5,34.096783,-117.298339,2.0
Maggie Valley - Town Hall,35.517156,-83.09442,2.0
Capitaland Subaru,42.852956,-73.942404,1.0
Whiteford Township Park,41.7445731618446,-83.6598269843473,1.0
"PR 35 North Lake, LLC",34.14695,-118.1327,2.0
GAS&ELECTRIC; S BROAD STREET,42.112776,-72.747549,2.0
"Giant Food, Catonsville, MD",39.2818905,-76.7529905,2.0
Sahaj Food Mart,33.5734939608983,-92.815908247151,1.0
The Medici station location,33.84403,-84.427524,2.0
Watsonville Municipal Parking Lot #6,36.911043,-121.759362,2.0
Pleasanton Corporate Commons - 6220,37.695632,-121.92172,2.0
Pandora,48.42755,-123.35447,6.0
FPL EVOLUTION PBG SANDHILL CR,26.818566,-80.218765,2.0
Southwest Nissan,32.7561,-97.705239,1.0
M-B CINCINNATI GUEST CHARGING,39.21427,-84.359899,2.0
KING COUNTY DES SK P&R 4,47.643471,-122.196569,2.0
CSU FULLERTON COLLEGE PARK 05,33.877723,-117.882938,1.0
SALEM MASS MUSEUM PLACE #1,42.522644,-70.89264,2.0
MASSPORT LIMO-01-01,42.365543,-71.02648,2.0
OBE POWER RIVLANDING L4CE,25.785793,-80.221255,2.0
Kimpton Hotel Monaco Portland - Tesla Destination,45.519881,-122.677426,2.0
North Carolina State University - McKimmon Center and Solar House,35.78214,-78.6864,2.0
365 Santa Monica Pico,34.0221605,-118.465731,2.0
EVERGY @STARLIGHT-119C,39.00726,-94.533835,2.0
Ocean House - Tesla Destination,41.3103108,-71.8534852,3.0
ALAMEDA AMADOR 4K 006,37.657882,-122.093264,2.0
Twenty2 West,25.749836,-80.303537,2.0
Bergstrom Nissan - Appleton,44.291988,-88.470562,2.0
SPMC BRENTWOOD EVSE3,49.267589,-123.00171,2.0
SAN MATEO CNTY PS1 PUBLIC #1E,37.489522,-122.229878,2.0
Sur Rue - Mont Tremblant - Parc Daniel-Lauzon,46.195234,-74.623006,2.0
"Berry Manor Inn, a Select Registry Property - Tesla Destination",44.1085714,-69.1156928,2.0
SHC RWC 460 5 & 6,37.486664,-122.202617,2.0
Gunn Nissan,29.517253,-98.467365,1.0
VICTORIA EV STN VICTORIA EV 1,38.265447,-104.613568,2.0
Paragon Design Center - Tesla Destination,30.04398,-95.431836,2.0
City of Greenville - River Street Garage,34.84879,-82.402143,1.0
Building F,39.455196,-77.416746,2.0
UMASS MEDICAL PATIENT VISIT15,42.274773,-71.761826,2.0
Doubletree by Hilton Hotel Utica - Tesla Destination,43.1025381,-75.2310824,3.0
7501 François Perrault : Maison du citoyen,45.56153,-73.60127,2.0
1000 SPEER 11-12,39.73243,-104.991886,2.0
TERMINALS BOULDER BUS S,40.020732,-105.208971,2.0
STS - Stationnement 2,45.391889,-71.928298,1.0
2442 Marengo St,34.05420745,-118.2016653,1.0
HF HF-2,41.950568,-87.649802,2.0
CITYOFHAMILTON STATION 1,43.259502,-79.86937,2.0
Joyful Journey Hot Springs Spa,38.1696019477536,-105.92452692503,2.0
OLE MISS TURNER CENTER,34.361953,-89.537896,2.0
TOWNOFNANTUCKET FAIRGROUNDS1,41.268011,-70.087874,2.0
Hotel Quintessence - Tesla Destination,46.212576,-74.588105,2.0
Team Kia - Bend,44.055882,-121.269113,1.0
ELDORA ELCP2202,39.936613,-105.58827,2.0
Nissan of Bay Shore,40.7356438,-73.2509486,1.0
32 Burling Lane,40.9129,-73.78588,4.0
FLETC BLDG 401 B,31.22991,-81.4769,2.0
ABESSINIO LLC STADIUM #1,39.760418,-75.553153,2.0
DONNELLY MITSU DUAL EV CHARGER,45.309501,-75.920795,2.0
City of Ottawa - Chapel Hill Park N Ride,45.4336580331833,-75.527922329017,1.0
FTW STATION EV 01,33.022496,-97.28065,2.0
Buffalo State - Cleveland Hall,42.932067,-78.88137,2.0
City of Red Lodge - Tesla Destination,45.190093,-109.247641,4.0
CITY OF BOSTON MUNI LOT 30 #1,42.326504,-71.07601,2.0
COUNTY COMPLEX INNOVATION 1,41.69922,-70.30306,2.0
AQMD - gateway 784,34.001138,-117.829371,5.0
Hampton Inn & Suites Sarasota/Bradenton Airport - Tesla Destination,27.382456,-82.551629,2.0
INDIGO PARK PHA016-4,44.652133,-63.575326,2.0
464 Bishop Street NW station location,33.792706,-84.403171,4.0
FLO - Cadillac Fairview - Chinook Centre,51.000018,-114.072079,6.0
Franny Beck Wines,45.115791,-123.206977,2.0
Birch Creek Apartments,47.356001,-122.16869,1.0
EVmatch - Pavilion,31.8613748663462,-110.976596383916,4.0
COMMISSIONERS COMMISSIONER EV,40.2742,-81.863621,2.0
CMH AIRPORT EV GARAGEEV#1,39.997928,-82.887453,2.0
EVERGY @MCI AIRPT-252G,39.312429,-94.702379,2.0
PHC PHC 10,38.22153,-122.13261,2.0
CAMPUS DRIVE POP 8-9 8,37.536715,-122.327862,1.0
IRVINE  CO  OFC SCG 5455 GAP 05,37.412629,-121.977025,1.0
Topa Mountain Winery,34.442783,-119.256709,1.0
COLLEGE HALL PARKING GARAGE,47.668201,-117.397214,2.0
French Creek Harbour,49.348445,-124.3587,1.0
EXPANSIVE STATION1-2150,37.37755,-121.919865,2.0
Landmark Resort - Tesla Destination,45.041017,-87.29814,2.0
IRVINE  CO  OFC 110 THEORY 04,33.643943,-117.856321,2.0
UMASS LOWELL SOUTH GARAGE 1C,42.640835,-71.33603,2.0
Woodlake Medical Office,34.202383817517,-118.631332089273,8.0
Holiday Inn Express & Suites,34.591756,-87.030473,2.0
Haight Funeral Home & Chapel,39.397094,-76.956702,1.0
CITY OF ORANGE METROLINK 2,33.789309,-117.855415,1.0
Hoosier Park Racing and Casino - Tesla Destination,40.068001,-85.641126,4.0
Brisas Del Mar Inn at the Beach,34.409885,-119.69729,1.0
IAD31-EV AD31-P1.5,38.955435,-77.425964,2.0
Candlewood Suites Corpus Christi - Tesla Destination,27.675861,-97.304879,3.0
Burke Mansion - Tesla Destination,32.841256,-83.636497,2.0
City of Colton - City Hall,34.0717337,-117.3227394,2.0
Element Omaha Midtown Crossing - Tesla Destination,41.2595232,-95.9610416,2.0
SADM PARKING SADM 3,33.750331,-118.214693,1.0
CCD CHARGING FIREHSE PUBLIC,39.747915,-105.002133,2.0
Best Western Plus - Stephenville Inn,32.2023714,-98.2404544,2.0
6 Center Redemption,42.6925300210141,-73.6287508646873,1.0
SS1EV ADA VAN,34.144958,-119.19715,2.0
PACIFIC CANNERY STATION 112,37.812449,-122.300463,1.0
WAVE 5,39.360268,-74.440294,2.0
Super 8 Motel Fortuna - Tesla Destination,40.578614,-124.15297,2.0
Palmetto Exchange Apartments,32.987455,-80.086557,1.0
West Loop Mitsubishi,29.457489,-98.627824,1.0
Fallsview Casino Resort,43.081771,-79.082699,1.0
ESSEX 1000 KIELY,37.344423,-121.977805,2.0
BURLINGTON 1830 CHARGER 1,40.09213,-74.811195,2.0
AMZ 5,33.805825,-118.33387,2.0
La Quinta Inn & Suites Houston Channelview - Tesla Destination,29.803571,-95.162314,4.0
850 des Seigneurs,45.490222,-73.574478,2.0
EVERGY @KC LIV PG-126A,39.098413,-94.581448,2.0
Findlay Chevrolet,36.0653208280009,-115.234642840187,8.0
OAK PARK 1 HOLLEY COURT,41.889672,-87.803427,2.0
"PNC ARENA PNC VIP 34,35",35.802444,-78.72236,2.0
Royal Botanical Gardens - Rock Garden - Tesla Destination,43.289558,-79.890252,4.0
Dick Smith Nissan,33.997902,-81.222504,1.0
Ganley Chevrolet,41.3185648102471,-81.3566992799331,1.0
LaPlaya Beach & Golf Resort,26.261698,-81.824522,3.0
CARPORT 4 EVCS HCCA CARPORT 4,36.537928,-121.878964,2.0
"Topgolf, Auburn Hills MI",42.700600163,-83.288932802,2.0
The Westin Jekyll Island - Tesla Destination,31.046057,-81.411542,8.0
Horseshoe Pines Marina - Tesla Destination,45.294177,-79.855224,2.0
HOAG HOSPITAL NB PUBLIC 1,33.623182,-117.929543,2.0
HILLIARD COMMUNITY CNTR,40.02919,-83.16833,2.0
FREEMAN WINERY FREEMAN WINERY,38.409499,-122.883133,2.0
Courtyard by Marriott La Grange - Tesla Destination,33.038755,-85.0326898,4.0
The Cameron Apartment Building,33.433691,-111.899186,10.0
Holiday Inn Express-Tomball - Tesla Destination,30.086525,-95.63449,4.0
STATION 1 STATION 2,45.386931,-73.562884,1.0
St-Hubert - Granby,45.4142914023398,-72.7552998834324,1.0
UH EV STATION GATEWAY #2,29.718341,-95.336366,2.0
CAL MARITIME CHARGER # 11&12,38.069876,-122.230127,2.0
Nissan of Muskegon,43.15492,-86.198923,1.0
ACC STATION STATION 1,29.782604,-95.561201,2.0
Hyatt Place - Fresno,36.843425,-119.784196,4.0
ELEMENT LC STATION 1,32.884003,-96.95241,2.0
City of Morro Bay - Morro Bay Transit,35.36725,-120.847,1.0
HJAIA CARGO A 4,33.626092,-84.426101,2.0
HOTEL CHARGE 1 COUNTRY INN 1,44.198223,-69.078575,2.0
DRESI 2600 DOUGLAS,25.74772,-80.255172,2.0
Grayson Village Workout Anytime,33.879646,-83.939052,1.0
TBS CHARGERS STATION 02,34.155122,-118.333186,2.0
INDUSTRY STATION 17,34.008596,-117.845507,2.0
COUNTY CIVIC LOT 3-4,37.351577,-121.903824,2.0
PICOTTE 80 WOLF 2,42.715424,-73.81346,2.0
7877 Foucher,45.544025,-73.624583,2.0
Dave & Busters 2931 Camino Del Rio North,32.772661931,-117.132084618,2.0
Crofton Museum Park,48.864959,-123.64093,2.0
121 SEAPORT GAR LEVEL1 STATION1,42.351057,-71.044425,2.0
Burnworth-Zollars Ford,41.451089,-85.591735,1.0
Mott Electric,49.189319,-122.990965,6.0
Las Vegas Marriott - Tesla Destination,36.132303,-115.157647,2.0
HUDSON PRESERVE BLDG 22 #3,42.733753,-73.72753,2.0
7701 Louis-H. La Fontaine,45.601665,-73.557643,2.0
Club Intrawest - Tremblant - Tesla Destination,46.206894,-74.596782,2.0
Smith Auto Family Ford,34.167173,-101.750132,1.0
SOFT COMPUTER SCC STATION #2,27.916487,-82.708061,2.0
Chesapeake Bay Foundation - Covered Parking,38.934479,-76.464282,2.0
METRO - Laval,45.562395,-73.724306,2.0
MASSPORT ORHSL 01-01,42.26826,-71.86901,2.0
City of Raleigh - Optimist Park and Community Center,35.862603,-78.643641,2.0
BIG Y FOODS NORTHAMPTON 120,42.34045,-72.64271,2.0
Hotel Eastlund - Tesla Destination,45.530299,-122.660825,5.0
NATIONAL GRID BLACKSTONE,41.939713,-71.444475,2.0
HJAIA PARK 6,33.627476,-84.448875,1.0
The Mountain House Restaurant - Tesla Destination,37.438194,-122.322541,2.0
CLEVEFDN GARAGE UNIT,41.505047,-81.64416,2.0
CDRSCHARGEPOINT STATION 1,29.750341,-81.2476,2.0
LIBRARY C LOT STATION 01,33.5557,-117.736291,2.0
GHD CONSULTANT STATION 2,45.487103,-73.71637,2.0
Whiski Jack,50.0902397172388,-123.031026454695,2.0
Cagans Crossing Library L2 - 2,28.356532,-81.678503,1.0
The North Woods Distillery,45.064977,-88.036105,1.0
SAN VALENCIA 1 STATION 2,33.279729,-111.815493,2.0
Wildflower Boutique Motel Pt. Arena CA,38.908167,-123.692611,5.0
NRP GROUP STARLING 4,33.169671,-96.478554,1.0
ALISO PARKWAY AVP STATION #1,33.572061,-117.729634,2.0
YOUNTVILLE STATION 01,38.402311,-122.359892,2.0
Arroyo High School,34.093826,-118.021125,3.0
FLO - Complexe Médical Phase II,45.761998,-73.999554,2.0
STATION 1 STATION 3-3,49.18722,-122.85053,2.0
BayCoast Bank,41.7586707989284,-71.2214370698916,2.0
PICOTTE 11 CORPORATE 3,42.683434,-73.76655,2.0
BLK 3 PANDR P&R-B3 P3_1ADA,39.051355,-77.117204,1.0
Hyatt at Fisherman's Wharf,37.80619,-122.4152,1.0
FASTPARK ATLANTA 2,33.640272,-84.398103,2.0
ADA EV TEST STN WARM SPRINGS 13,37.503236,-121.938913,2.0
FASTPARK ATLANTA 1,33.640281,-84.398028,2.0
NICKELODEON STATION 01,34.174989,-118.316517,2.0
Hoag Library,43.243781,-78.194471,4.0
Hotel Indigo,33.962319,-83.376296,2.0
TUV Rheinland,43.23132,-77.41501,2.0
PIEDMONT 25 MALL 01,42.487755,-71.19961,2.0
"GABLES STATION HLP4C-1,3",25.729065,-80.258682,2.0
EVERGY @BTLFLD CTR279C,38.866685,-94.172256,2.0
STPETERHOSPITAL V STATION #6,42.654749,-73.802485,2.0
UC UCIMC TRIANGLE LOT 02,33.789368,-117.889681,2.0
OAK PARK OAK HILLS 01,34.179688,-118.776698,2.0
FPL EVOLUTION KRAVIS 3,26.707365,-80.060644,2.0
RH3C+J3 Marina District (US-7MK-ZS3-2),37.804146,-122.429803,1.0
BSU CHARGER BOWIE,39.01527,-76.76065,2.0
Holiday Inn Express Gulf Breeze,30.3642170292421,-87.1663485959139,1.0
Heart of the Rockies Regional Medical Center,38.542959,-106.008655,1.0
Grand Pine Cabins - Tesla Destination,34.36011,-117.63485,1.0
FC1225 UNION ST CT4K 2,43.151003,-77.599772,2.0
LEWIS U. EV LEWIS2,41.605889,-88.083331,2.0
Hampton Inn & Suites Morgantown / University Town Centre,39.639621,-79.997975,2.0
GREENTREEFLG GREENTREE FLG 2,35.17486,-111.6663,2.0
WOODSTOCK SQUARE,34.0844895,-84.5459005,2.0
EVERGY @BST WSTRN-228A,38.999919,-94.355536,2.0
KU DANVILLE,37.646356,-84.777003,2.0
NOTL RESEV2,43.154503,-79.164314,2.0
EVESHAM EVESHAM TWP 1,39.881462,-74.87804,2.0
NATIONAL GRID 99 TEWKSBURY,42.619959,-71.259862,2.0
HFHS HFMC BLOOMF 1,42.61163,-83.300514,2.0
COLUMBIA ASSOC DORSEY MR&POOL,39.25028,-76.8387,2.0
GERMAIN BMW STATION 1,26.139285,-81.76304,2.0
6th Ave #6,47.804062,-122.373549,1.0
Ingles,35.50026133095408,-82.52245931470908,2.0
CDOT L1 SOUTH STN,39.738477,-105.02404,2.0
481 Édouard-Charles,45.517788,-73.596564,2.0
TownePlace Suites Montgomery EastChase - Tesla Destination,32.358921,-86.158092,3.0
MVSC NE-4,33.901637,-118.394019,2.0
Jefferson Plaza LLC (Knox Way),39.962072,-74.894501,1.0
SHELL CHEM FLEET CHARGER,30.180468,-90.996928,2.0
Cliff Dwellers Lodge - Tesla Destination,36.743791,-111.753641,3.0
FIVE-STAR BANK SOUTH CHARGER,42.977403,-78.702441,2.0
BELL TOTEM LAKE STATION 5 41-42,47.713104,-122.18172,2.0
MERCEDES-FAST MERCEDES CT4000,31.1931,-85.409283,2.0
PRPLUISENO PARK A04,33.272834,-117.29731,1.0
MCCLELLANTMA PEACEKPR LUCE N,38.661003,-121.390656,2.0
BASEMENT #1 TALL BOY,36.846263,-76.289913,2.0
LMC LMC LOT A STN01,38.007124,-121.861705,1.0
GREENSBORO EV ARC 257,36.070008,-79.793001,1.0
Familiprix,46.084385,-73.184253,1.0
Chilton Arena EV Charging Station,50.58266,-127.07681,2.0
EVERGY @WHOLE FOOD112C,38.911443,-94.662448,2.0
University St-Francis Xavier - J. Bruce Brown,45.617827,-61.991615,1.0
DLR TOY STORY 95&96,33.801882,-117.909289,2.0
Satori Town Center Apartments,30.246264,-81.53826,5.0
LAAC GARAGE STATION 2,34.04693,-118.254822,1.0
2/90 Sign Systems,42.8668423416758,-85.5396330670596,1.0
Hilton Garden Inn Murfreesboro - Tesla Destination,35.8644112,-86.4508482,12.0
Brondes Ford Lincoln Maumee,41.583299,-83.687398,3.0
Premier Subaru,41.287914,-72.813257,2.0
"Kohl's Yorkville, IL",41.664429,-88.46437,2.0
MILLBRAE 446 BROADWAY #1,37.602111,-122.393007,2.0
HOLLYWOOD PARK MU4 L1-05,33.951965,-118.341514,2.0
900 SELF PARK PLUG AND SHOP 4,41.899639,-87.626307,2.0
RRH CARTER 2FLGW1,43.191681,-77.588746,2.0
Electric Vehicle Infrastructure Transportation Alliance - Richland,46.259844,-119.309173,1.0
RE-CREATE RC SOUTH,33.689603,-112.11774,2.0
Penn - 38th & Walnut Parking Garage,39.953788,-75.197666,4.0
Desjardins - Cinq-Cantons,48.47121,-71.65375,1.0
Legacy Ford Ponoka,52.66991,-113.602351,1.0
Cinemark HQ,33.051259,-96.828145,2.0
FCR - Barbies Charlemagne,45.72169,-73.49257,1.0
CCBC EV CCBC EV 5,36.836868,-119.870794,1.0
BGE-HDG Park And Ride,39.552468,-76.097537,6.0
WVC GARAGE LEVEL ONE A,40.694648,-111.960842,2.0
ELEMENT FARGO BUILDING WEST,46.850468,-96.882365,2.0
EAGLE LIBRARY LIBRARY 2,39.650896,-106.827498,2.0
STATEOFUTDAS STATE HOSPTIAL4,40.232994,-111.63523,2.0
LMC LMC LOT A STN07,38.007374,-121.861858,2.0
8TH&FILBERT LV4 8TH&FILBERTMEZ2,39.952588,-75.15362,2.0
WGH CHARGER EMPLOYEE3,43.107669,-80.752548,2.0
Northam - Toronto Office,43.65435,-79.38297,8.0
BRCC - Longueuil-Montcalm,45.500123,-73.486663,2.0
CURVE 6100 CURVE6100 APTS,38.817357,-77.137726,2.0
Ayres Suites - Corona West - Tesla Destination,33.878933,-117.60352,4.0
Rec centre Thornhill,51.113165,-114.065629,2.0
CROSSROADS 12801 #6,34.029294,-118.025269,2.0
"TCAMEVCS 250- 9,10",42.324148,-71.584089,2.0
Ford of Kendall,25.6263975436623,-80.3417352690826,1.0
Claremont McKenna College - Bauer Center,34.102389,-117.706079,2.0
Sheraton Vistana Resort - 1,28.364838,-81.504318,1.0
BMW EL PASO STATION 01,31.787507,-106.406815,2.0
441 Carlingview,43.699323,-79.600272,2.0
HY VEE LACROSSE EAST,43.870052,-91.19457,2.0
1310 N. Courthouse,38.88868,-77.083794,2.0
Colorado Mountain College - Vail Valley,39.645807,-106.588043,2.0
"Chesterfield Inn, a Select Registry Property - Tesla Destination",42.8972266,-72.5223412,2.0
UTA COLLEGE PARK #1,32.732495,-97.1083,2.0
EVERGY @BTLFLD CTR279B,38.866698,-94.172213,2.0
Hawthorne Valley - Tesla Destination,42.252397,-73.64195,6.0
SCRIPPS HEALTH B1 C-8.9,32.883025,-117.224551,2.0
THE COVE EV 151 OYSTER 2,37.663105,-122.394808,2.0
AQUILA EASTLAKE ONE,30.254805,-97.718005,2.0
Barboro Flats - Gayoso Garage,35.142053,-90.053864,2.0
BEVERLY HILLS CIVIC CENTER 2,34.073488,-118.399152,2.0
300 THIRD AVE STATION 8,42.388216,-71.261305,2.0
Carrefour Santé Villeray,45.548482,-73.634042,3.0
DLR M&F 29&30,33.815044,-117.927216,2.0
Courtyard by Marriott,35.8076073596169,-83.5797587748517,3.0
GRCC LAKESHORE,42.813587,-86.086845,2.0
